STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,1.261583,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,0.1186271,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,1.622223,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,1.464833,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2012,,2.069337,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2011,,3.156842,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023,,4.116338,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022,,8.0028,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021,,4.697859,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,1.233584,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2018,,2.293032,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2017,,2.333906,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,2.808177,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,3.614707,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,3.278435,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,3.658527,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2012,,3.972705,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2011,,4.182083,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023,,2.399652,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022,,3.576577,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021,,1.414096,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,1.967091,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2018,,2.091152,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2017,,2.662488,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,3.449846,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,2.81994,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,2.741213,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,2.323896,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2012,,2.96525,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2011,,3.382161,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023,,2.738465,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022,,2.918464,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021,,2.066314,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,2.306857,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2018,,2.611499,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2017,,3.515364,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,2.283826,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,1.719486,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,1.98985,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,2.086263,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2012,,1.683888,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2011,,2.172844,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023,,4.782608,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022,,5.271149,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021,,4.46165,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,3.413118,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,-0.536588,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,3.045196,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,1.748028,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,3.040952,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP11,Restaurants and hotels,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,2.960448,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP09,Recreation and culture,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,0.7961585,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP07,Transport,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,-0.4611982,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP01,Food and non-alcoholic beverages,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,0.8851313,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP03,Clothing and footwear,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,-4.453169,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,1.81221,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP10,Education,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,2.900907,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP06,Health,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,1.161041,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP02,"Alcoholic beverages, tobacco and narcotics",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2019,,3.250866,,A,Normal value,,,,,,,2,Two
